企业名称,bmCode,year,总资产,净利润金额,雇员总数,营业收入金额,资产负债率,研发投入金额,营业收入同比增减幅,营业利润金额,营业利润同比增减幅,净利润同比增减幅,研发投入同比增减幅,研发投入占比,研发投入占比增减幅,资本化研发投入,资本化研发投入同比增减幅,研发人员数量,研发人员同比增减幅,雇员同比增减幅,政府奖励资金、补贴,公司市值,累计中国专利申请数,累计PCT专利申请数,累计中国发明专利授权数,累计中国发明专利失效数,累计PCT发明专利失效数,年度中国专利申请数,年度PCT专利申请数,年度中国发明专利申请数,年度PCT发明专利申请数,年度中国专利授权数,年度中国发明专利授权数,研发人员占比,国家科技进步奖,国家技术发明奖,省/部级科技进步奖,省/部级技术发明奖,国际行业奖项,国家自然科学奖,省/部级自然科学奖,省/部级科学技术奖,省级企业科技创新奖,总负债,累计所有专利被引用数,累计核心专利被引次数,累计中国发明专利申请数,累计PCT发明专利申请数,参与起草国家标准,参与起草行业标准
联花锦昌零售公司,841676,2022,80156094.78,-29798018.0,73.0,38354891.2,85.81,,-0.82,-29746653.0,-91.92,-90.9,,,,,,,,-33.69,1295520.5,2.97,,,,,,,,,,,,,,,,,,,,,,68817840.76,,,,,,
格尔耀光家电公司,841736,2022,3277594236.16,95226550.72,3868.0,2263923577.97,34.43,56331955.71,-16.44,98541188.91,326.35,262.38,-11.54,2.47,0.18,,,259.0,-33.54,-9.31,23334497.7,35.0,611.0,2.0,6.0,3.0,,89.0,,7.0,,120.0,,6.67,,,,,,,,,,1130242835.18,424.0,,36.0,2.0,,
招业泽盛建设开发公司,842048,2022,19810242973.0,-393264889.0,727.0,1124130766.0,77.8,,-16.11,231752844.0,-49.96,-75.69,,,,,,,,-38.84,13153592.0,6.87,,,,,,,,,,,,,,,,,,,,,,15416801129.0,,,,,,
双惠饮鲜乳品公司,842105,2022,1018176336.89,91429958.79,573.0,493801455.36,9.35,1679116.24,13.76,121182122.74,34.59,34.37,-20.92,0.39,-0.12,,,13.0,,1.09,5200093.59,27.0,21.0,,1.0,,,,,,,,,2.24,,,,,,,,,,95073291.51,28.0,,1.0,,,
华仁康康生物医药公司,842116,2022,646154767.23,14873312.38,228.0,157673890.34,25.38,6541997.82,-33.14,8871689.82,-88.06,-75.91,-11.44,4.12,1.08,,,23.0,-11.58,5.64,11739694.43,8.57,47.0,,3.0,3.0,,,,,,1.0,,10.2,,,,,,,,,,163511918.6,32.0,,10.0,,,
丽信锦智科技公司,842164,2022,1748760855.78,-400069094.0,876.0,305267230.5,85.14,,-31.36,-298033274.76,-25.5,-6.74,,,,,,,,-21.66,1304233.0,0.51,,,,,,,,,,,,,,,,,,,,,,1489598889.0,,,,,,
文博艺玩具制造公司,842294,2022,1278102998.91,39620357.97,803.0,474436426.15,38.5,19016587.99,-13.35,46824029.6,16.99,43.59,1.91,4.07,0.6,,,71.0,-12.37,8.14,3237451.79,35.0,349.0,,21.0,19.0,,18.0,,4.0,,25.0,3.0,8.7,,,,,,,,,,492467609.43,206.0,,107.0,,1.0,
临公锦腾装备公司,842429,2022,6385063487.73,-70609424.34,1652.0,1312144974.83,57.6,71486197.75,-10.54,-79340174.92,-227.03,-278.42,3.2,5.47,0.75,,,324.0,28.0,7.15,21046682.65,27.0,798.0,5.0,179.0,98.0,,53.0,,18.0,,50.0,2.0,19.3,,,,,,,,,,3678047799.93,2461.0,,366.0,5.0,,
千木优家居制造公司,842764,2022,508072190.7,43171364.07,965.0,345015120.4,24.28,23276069.93,-1.16,40929731.24,-46.57,-37.93,14.8,6.73,0.97,,,109.0,-2.76,5.89,9944699.92,7.26,272.0,2.0,28.0,19.0,,12.0,1.0,3.0,1.0,38.0,8.0,10.94,,,,,,,,,,123049381.52,347.0,,74.0,2.0,,
华谊星娱体育公司,842865,2022,4503978768.21,-80778527.0,81.0,3329565.73,43.74,,7.98,-78307997.29,36.57,37.83,,,,,,,,22.71,760471.5,18.0,,,,,,,,,,,,,,,,,,,,,,1972340792.27,,,,,,
泰玖泰锦纸品制造公司,843001,2022,402930745.21,26731407.41,354.0,300913343.37,20.85,9130167.8,-22.87,30650561.57,-29.45,-26.76,-11.02,3.0,0.4,,,52.0,23.82,-1.63,818653.1,3.58,62.0,,,2.0,,13.0,,3.0,,8.0,,14.87,,,,,,,,,,83964421.09,30.0,,5.0,,,
腾影星星文化公司,843004,2022,10046597490.51,525865889.49,322.0,3907146699.74,26.5,11787919.12,4.88,530560878.9,24.95,16.09,-51.34,0.3,-0.3,,,85.0,-55.06,-17.2,2212156.5,169.0,52.0,,30.0,25.0,,,,,,3.0,3.0,26.44,,,,,,,,,,2662017872.0,539.0,,43.0,,,
万会盛置建设开发公司,843091,2022,9235915241.95,599243342.21,777.0,2343949108.91,32.29,,24.53,786301900.49,11.77,13.5,,,,,,,,3.2,4762683.26,61.0,,,,,,,,,,,,,,,,,,,,,,2976308576.8,,,,,,
瑞芯锐澜半导体科技股份公司,843262,2022,3496017851.74,119267549.25,432.0,385607764.4,7.48,118175437.92,-10.12,117470546.58,-3.87,3.41,37.55,30.64,10.61,,,123.0,18.61,,72625087.04,168.0,338.0,18.0,144.0,54.0,,47.0,8.0,44.0,8.0,107.0,95.0,29.2,,,1.0,,,,,,1.0,259568848.69,439.0,,269.0,18.0,,
众白锦泽贸易公司,843303,2022,770034374.87,-89703785.5,67.0,5142332.7,0.9,,-86.09,-67838854.14,-33.14,-72.81,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,7642606.4,,,,,,
创纪精智智能装备公司,843313,2022,1034676044.81,65605140.74,1057.0,560201698.44,12.67,30132142.06,-14.44,71972539.66,-21.32,-20.15,31.38,5.35,1.8,,,114.0,10.84,-4.32,13154663.8,25.0,208.0,,18.0,12.0,,10.0,,,,20.0,1.0,10.65,,,,,,,,,,131038144.65,143.0,,43.0,,,
锡份泰泰金属公司,843427,2022,8787971171.8,-792685949.96,1783.0,8352288067.4,33.52,,-2.72,-706887110.4,-894.59,-1188.94,,,,,,,,5.58,578989.1,81.0,9.0,,7.0,8.0,,,,,,,,,,,,,,,,,,2947722514.6,111.0,,8.0,,,
浪集软科科技公司,843550,2022,10721255113.22,724811787.87,13253.0,5445459442.5,13.11,1217530582.94,31.9,771230647.69,17.8,15.01,47.4,22.31,2.3,370762060.73,18.4,12038.0,16.75,15.31,115114407.56,440.0,700.0,2.0,191.0,229.0,,78.0,,61.0,,32.0,20.0,91.34,,,,,,,,,,1410945175.47,3294.0,,610.0,2.0,,
潞安泽盛煤炭公司,843576,2022,2023179980.36,-331137765.95,1043.0,669133420.53,69.44,34642504.05,-41.47,-293995418.12,-823.46,-1222.58,-22.36,5.16,1.21,,,119.0,17.33,-25.53,2887494.55,17.0,144.0,,25.0,15.0,,6.0,,,,10.0,2.0,11.08,,,,,,,,,,1405526341.02,291.0,,52.0,,,
众白锦达零售公司,843949,2022,2118598546.13,21743961.82,417.0,2715062232.69,50.47,13159911.39,-6.94,27185996.33,173.99,185.8,-12.78,0.47,-0.09,,,29.0,26.03,-18.33,5626950.79,32.0,46.0,,2.0,6.0,,21.0,,11.0,,20.0,,6.92,,,,,,,,,,1068281140.17,28.0,,22.0,,,
春泽旺禾农林科技公司,843997,2022,7253938482.07,161371074.59,3565.0,3967934936.1,48.82,15076129.19,33.05,160449064.14,-45.89,-39.44,1.28,0.32,-0.15,,,49.0,-2.0,1.26,12219854.57,166.0,248.0,,13.0,56.0,,27.0,,9.0,,23.0,1.0,1.38,,,,,,,,,,3543605864.1,403.0,,87.0,,,
众花化恒化工公司,844251,2022,314393141.0,-23531447.0,186.0,62791683.0,39.92,5745247.0,-12.14,-23531528.0,-20.94,-20.97,-16.65,9.17,-0.47,,,,,6.47,831076.0,0.39,40.0,,1.0,,,3.0,,,,3.0,,,,,,,,,,,,125729288.0,21.0,,5.0,,,
复河安安医疗科技公司,844258,2022,12558425471.0,-2582090942.0,2962.0,1453497443.0,22.17,2384378693.0,-63.82,-2675201538.0,-355.4,-258.6,15.28,169.09,111.6,,,999.0,,5.58,,204.0,220.0,71.0,17.0,18.0,,38.0,30.0,32.0,30.0,14.0,3.0,33.6,,,,,,,,,,2782035685.0,1148.0,,122.0,71.0,,
十阳电炫家电公司,844265,2022,5233540464.18,81609124.14,1709.0,2265556244.95,42.14,611933387.1,0.52,189300878.04,-52.31,-81.4,17.1,27.07,3.84,50505138.2,27.4,932.0,-16.68,-26.47,17109831.59,131.0,1159.0,271.0,128.0,77.0,,135.0,38.0,61.0,38.0,152.0,39.0,54.85,,,,,,,,,,2206015441.0,2369.0,,509.0,278.0,,
红气贸泽商贸公司,844433,2022,1070625460.13,-38674821.33,850.0,562363338.08,36.16,10852520.76,1.26,-36012606.72,-210.4,-53.3,-0.6,1.95,-0.02,,,54.0,10.2,-0.94,5228994.7,21.0,53.0,,15.0,2.0,,1.0,,,,1.0,,6.37,,,,,,,,,,386972271.32,44.0,,20.0,,,
众天畅昌信息技术公司,844943,2022,1574814679.74,64291436.29,1909.0,903268147.37,23.5,80349432.52,10.54,63814861.89,18.46,22.84,0.42,8.9,-0.86,,,252.0,10.25,-1.04,20833310.85,81.0,353.0,2.0,43.0,47.0,,43.0,,19.0,,37.0,1.0,13.61,,,,,,,,,,370138898.34,578.0,,127.0,2.0,,1.0
海丽盛盛电器公司,844945,2022,2434215281.74,391252105.47,674.0,2253869434.92,23.08,18067740.65,16.72,393846783.72,15.51,33.47,7.28,0.8,-0.06,,,78.0,5.45,-11.5,74318127.41,81.0,50.0,,11.0,4.0,,1.0,,1.0,,3.0,3.0,11.53,,,,,,,,,,560892960.21,76.0,,28.0,,,
泰核油焦化公司,845044,2022,1696529247.21,1434670.0,173.0,596353946.74,38.99,,-63.52,47511874.5,800.99,118.71,,,,,,,,-25.25,,7.46,,,,,,,,,,,,,,,,,,,,,,660595676.72,,,,,,
高尹汇源商贸公司,845190,2022,3643318934.0,-385967512.2,1352.0,11561661522.4,105.0,,-24.59,-332939779.4,-253.0,-263.9,,,,,,,,-38.56,,32.0,,,,,,,,,,,,,,,,,,,,,,3643318847.0,,,,,,
萌牛饮醇餐饮管理公司,845402,2022,1929532413.03,-165074472.8,497.0,368470396.3,23.25,,776.41,-160019781.1,-1498.69,-1750.22,,,,,,,,15.83,2742382.23,28.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,448305811.79,4.0,,1.0,,,
众船泽泽技术研究院,845436,2022,2347747621.05,105366642.73,264.0,294362202.13,6.94,33195724.1,38.4,115915315.95,80.58,74.43,68.6,11.2,2.08,,,52.0,52.97,25.4,13364149.41,55.0,107.0,,11.0,5.0,,14.0,,1.0,,15.0,6.0,19.97,,,,,,,,,,163072593.98,63.0,,20.0,,,
绿动绿锦生态公司,845527,2022,8410209806.05,179087116.0,1399.0,1751539095.25,59.9,14740922.62,-23.7,228954678.64,-59.51,-62.06,4.57,0.89,0.26,,,81.0,22.78,5.9,3586389.54,47.0,115.0,,3.0,2.0,,24.0,,2.0,,21.0,3.0,5.73,,,,,,,,,,5042960306.15,60.0,,8.0,,,
三松鲜鲜餐饮管理公司,845599,2022,1436273038.09,11892793.4,802.0,498834302.3,50.79,1421953.94,5.26,17263132.7,101.82,107.86,5.45,0.27,0.03,,,23.0,,-8.77,697492.95,39.0,104.0,,9.0,9.0,,2.0,,,,3.0,1.0,2.8,,,,,,,,,,728606667.27,82.0,,17.0,,,
麻钢钢盛铝业公司,845792,2022,7202306789.09,-270462945.48,4632.0,5213027326.74,71.59,240990230.13,25.87,-313312984.56,-372.75,-343.46,18.26,4.6,-0.3,,,641.0,53.1,57.89,11331833.43,32.0,354.0,5.0,53.0,75.0,,33.0,,24.0,,29.0,21.0,13.87,,,,,,,,,,5151456230.97,494.0,,156.0,5.0,,2.0
众铁昌泰建筑工程公司,845918,2022,4545523317.64,-74707565.43,389.0,1953550818.37,99.46,16545089.12,36.62,-113706865.25,92.31,94.4,-46.66,0.83,-1.37,,,192.0,-45.96,-52.4,18377846.8,22.0,561.0,,16.0,15.0,,6.0,,6.0,,29.0,4.0,50.51,,,,,,,,,,4519916926.12,651.0,,80.0,,,
环丘盛鸿科技公司,846067,2022,1343339431.24,237359903.52,277.0,885748078.71,9.21,59173556.25,-39.7,225295828.88,594.43,500.74,-20.38,6.66,1.63,4000452.0,-72.67,41.0,-72.63,-73.66,4009051.86,37.0,77.0,,15.0,13.0,,7.0,,7.0,,1.0,1.0,15.0,,,,,,,,,,124409857.4,268.0,,59.0,,,
衡信瑞鸿基金管理公司,846260,2022,39609657845935.0,361038093528.0,427575.0,841441036283.0,0.0,,-2.24,418138048525.0,-0.99,3.03,,,,,,,,-1.5,,13719.0,9926.0,3.0,879.0,559.0,,3502.0,,3079.0,,1085.0,448.0,,,,,,,,,,,36095868779.0,15777.0,,8274.0,3.0,,
博锦泽文化公司,846331,2022,9067776119.72,-723759497.83,579.0,754904911.31,8.81,18689396.31,-35.37,-727785015.2,-168.06,-138.2,-1.62,2.47,0.89,,,,,13.52,29335999.7,231.0,91.0,,2.0,5.0,,18.0,,4.0,,5.0,,,,,,,,,,,,803582866.98,62.0,,9.0,,,
众花泽盛石化公司,846462,2022,4945123030.39,179860986.3,2158.0,2152487910.65,33.21,116787054.67,8.23,214237974.89,-32.2,-35.63,12.12,5.44,0.15,,,507.0,6.46,-8.54,25774254.64,54.0,1045.0,,76.0,60.0,,128.0,,60.0,,97.0,23.0,23.69,,,1.0,,,,,,,1643886629.06,1126.0,,221.0,,,
搭唐泽源水电公司,846840,2022,6893850621.09,243760511.41,1577.0,1827364802.83,58.52,5785351.6,18.71,307966887.91,13.48,19.52,10.98,0.35,-0.08,,,92.0,134.0,0.0,55132776.54,51.0,54.0,,2.0,1.0,,19.0,,9.0,,19.0,1.0,5.84,,,,,,,,,,4037335915.89,10.0,,13.0,,,
康盛安生药业股份公司,847083,2022,3043672695.0,-402648446.0,396.0,158953156.0,9.64,406009927.0,188.15,-402223334.0,,-54.89,-10.76,252.42,-555.46,222003429.0,-22.24,60.0,22.46,63.15,6955734.0,49.0,22.0,3.0,3.0,,,15.0,2.0,4.0,2.0,7.0,2.0,15.07,,,,,,,,,,295033844.0,6.0,,9.0,3.0,,
连机工盛重工公司,847396,2022,14046178902.23,281893393.28,4397.0,4451608489.33,50.78,635213962.35,10.55,316200581.57,114.03,141.49,291.05,14.22,10.21,455553474.01,,485.0,11.6,-13.2,28319920.38,256.0,914.0,15.0,120.0,143.0,,24.0,,7.0,,20.0,1.0,10.96,,,,1.0,,,,,,7131346707.19,3062.0,,270.0,15.0,3.0,
泰玖碧森环保纸品公司,847442,2022,20845715271.8,605951291.52,12127.0,16665137711.99,50.55,,7.52,692199216.88,-59.15,-55.45,,,,,,,,3.77,100965861.56,218.0,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,10546461727.36,2.0,,2.0,,4.0,
德西昌鸿电力器材公司,847499,2022,3827070265.53,119079911.67,2086.0,6387169511.19,66.57,263935471.22,41.04,143604484.62,-20.27,-20.85,64.2,4.17,0.54,,,169.0,7.27,3.58,6032292.67,20.0,172.0,,7.0,1.0,,58.0,,1.0,,54.0,,7.8,,,,,,,,,,2548423164.72,86.0,,15.0,,,
宝新慧创信息技术公司,847629,2022,259513404.84,-18968980.52,114.0,95109885.76,14.44,2765013.5,-9.58,-19856133.22,-854.67,-1333.92,-43.55,2.96,-1.78,,,10.0,-61.58,-14.78,,2.28,9.0,,3.0,5.0,,,,,,,,8.67,,,,,,,,,,37603322.65,36.0,,8.0,,,
北汽骏盛交通科技公司,847686,2022,47047522882.85,-5220559166.18,16758.0,34104985613.53,79.13,3105864832.54,102.0,-4926929693.9,-70.7,-98.41,59.32,9.18,-2.5,2608787040.49,79.29,4171.0,38.34,24.06,523477361.1,551.0,,,,,,,,,,,,24.9,,,1.0,,,,,,,37245126418.27,,,,,2.0,
众冶锦建土木工程公司,847864,2022,194700670.71,-831659.22,88.0,306528604.5,78.41,,-3.4,-1362488.0,97.44,-107.43,,,,,,,,-22.82,1972414.5,0.9,,,,,,,,,,,,,,,,,,,,,,152767201.74,,,,,,
光盛源源实业公司,848304,2022,2974833255.6,114386717.06,2875.0,1316817143.63,66.0,5263956.64,10.85,146573083.1,2814.07,221.9,,0.4,,,,,,-5.08,2617060.6,20.0,256.0,,,3.0,,,,,,,,,,,,,,,,,,1963368660.71,142.0,,3.0,,,
智芯耀盛材料公司,848648,2022,58389617718.11,685113686.5,14810.0,13222302783.05,35.05,1598768291.2,5.13,857867380.69,-51.03,-47.87,39.54,12.08,2.96,1068025651.7,61.47,2728.0,-15.1,-20.1,1034285582.06,864.0,2718.0,395.0,747.0,294.0,,319.0,8.0,208.0,8.0,274.0,150.0,18.24,,,1.0,,,,,,,20443260404.47,11002.0,,1640.0,390.0,,
众古核能燃新能源公司,848694,2022,19694849373.24,1206772713.5,4833.0,14951165087.0,60.86,,25.57,1585799410.78,-4.01,-3.98,,,,,,,,2.72,22758390.2,12.0,,,,,,,,,,,,,,,,,,,,,,11987999780.79,,,,,,
众课数联数据服务公司,848745,2022,616404213.78,-26947429.5,116.0,1028619263.28,65.31,9760378.0,1.27,-29449946.21,-442.35,-963.24,1.27,0.96,,,,,,-1.6,116793.0,2.07,,,,,,,,,,,,,,,,,,,,,,403087954.74,,,,,,
众课数信软件公司,848800,2022,2668653934.1,-98171193.74,1245.0,983455131.25,31.05,76734116.2,-2.37,-99036597.63,-11.55,-17.87,-0.7,7.8,0.15,,,767.0,-3.65,-6.02,9374002.05,28.0,212.0,,27.0,55.0,,23.0,,7.0,,27.0,3.0,61.65,,,,,,,,,,828340569.88,566.0,,95.0,,,
北景建泽昌建设公司,848923,2022,68968384.72,-2919932.5,12.0,36493959.21,10.14,,-0.21,-2594261.77,30.57,31.93,,,,,,,,-20.0,239495.79,1.13,,,,,,,,,,,,,,,,,,,,,,6982061.0,,,,,,
招业港锦航快递公司,849028,2022,16598564956.2,1058577466.86,1314.0,2671657877.81,20.6,11254128.09,-10.22,1400895743.31,-7.7,0.17,,0.48,,11254023.06,,,,-2.85,9206982.81,86.0,6.0,,2.0,,,2.0,,,,2.0,,,,,,,,,,,,3422605513.94,7.0,,2.0,,,
春泽旺春渔业公司,849133,2022,10085104517.75,-49029384.29,4060.0,4932231908.7,71.13,23656907.79,142.29,-26270321.96,90.89,83.32,44.75,0.42,-0.37,,,44.0,91.3,79.1,10657330.57,100.0,19.0,,6.0,3.0,,2.0,,,,2.0,,1.04,,,,,,,,,,7178484797.19,58.0,,10.0,,,
猫眼文娱文化公司,849312,2022,3537778023.21,-200120585.7,417.0,219772574.59,16.32,5568923.79,-5.81,-24176984.49,75.46,-570.76,118.2,2.59,1.4,,,52.0,104.0,86.8,4451403.34,36.0,65.0,,4.0,18.0,,,,,,4.0,,12.54,,,,,,,,,,579561350.09,56.0,,21.0,,,
润会科智网络公司,849489,2022,118014013768.0,8280021781.0,32231.0,48907103614.0,25.11,851600336.0,-0.08,10566023781.0,1.1,-3.98,-0.72,1.77,-0.08,,,16317.0,1.24,1.23,6922421471.0,2099.0,424.0,,182.0,322.0,,3.0,,3.0,,6.0,6.0,50.77,,,,,,,,,,29665579114.0,8053.0,,416.0,,,
瑞行健元生物医药公司,849622,2022,2288474589.4,-197956336.26,847.0,535743580.86,40.7,30258404.78,-35.93,-213408711.4,-1090.81,-1973.56,45.6,5.64,3.18,1816913.7,-70.18,130.0,21.85,-3.32,6452082.95,28.0,145.0,,39.0,29.0,,9.0,,2.0,,10.0,2.0,15.9,,,,,,,,,,932964884.64,317.0,,71.0,,,
恒逸昌泽化学公司,849998,2022,2862864515.4,240084521.52,3111.0,2853397009.67,32.49,73987349.19,29.95,282060519.3,-23.73,-22.25,21.19,2.57,-0.13,,,365.0,-1.68,13.56,8351672.76,42.0,133.0,7.0,59.0,43.0,,2.0,,1.0,,5.0,1.0,11.53,,,,,,,,,,928644517.58,504.0,,91.0,7.0,,1.0
和联创机机械公司,850492,2022,1705311462.9,126485262.9,543.0,350102919.27,6.81,61165900.99,1.99,136515030.73,-3.2,-1.0,24.7,17.41,3.18,,,195.0,18.74,4.63,2602390.93,55.0,91.0,,21.0,12.0,,24.0,,13.0,,14.0,8.0,36.07,,,,,,,,,,117412210.47,135.0,,45.0,,,
广达慧联科技公司,850596,2022,32859158545.08,498623834.08,15029.0,18820290514.92,48.71,3355144246.68,2.72,295678369.38,-79.83,-69.08,14.26,17.8,1.8,1412511107.4,25.0,9285.0,10.98,5.1,1065290476.78,1570.0,4891.0,51.0,854.0,346.0,,1312.0,5.0,782.0,5.0,699.0,215.0,61.64,,,,,,,,,,16012046070.13,14339.0,,3119.0,51.0,7.0,1.0
恒丽智慧科技公司,850600,2022,877654792.67,-144825731.97,178.0,70452351.76,21.41,23253079.62,-65.95,-135070932.84,-153.18,-135.77,38.04,33.0,24.81,,,90.0,-5.27,-10.68,,2.01,39.0,,8.0,20.0,,3.0,,,,6.0,3.0,50.82,,,,,,,,,,188435480.35,220.0,,34.0,,,
三三智锦科技公司,851089,2022,1867480941.3,326049373.68,1774.0,1468689461.53,14.72,72345285.0,22.95,371835945.91,3.39,4.81,24.12,4.91,0.08,,,214.0,37.35,31.83,6827819.87,63.0,133.0,,5.0,3.0,,22.0,,7.0,,19.0,2.0,12.24,,,,,,,,,,275290510.23,188.0,,42.0,,,
东丰盛汽汽车公司,851095,2022,29650106104.66,1428102062.99,17427.0,21902282492.17,56.92,620833768.61,21.63,1597738456.48,18.42,6.47,29.12,2.87,0.1,,,2376.0,5.81,27.3,45967243.58,341.0,1804.0,2.0,114.0,59.0,,503.0,,55.0,,567.0,43.0,13.63,,,,1.0,,,,,,16889580017.8,885.0,,314.0,2.0,16.0,1.0
花能热锦能源公司,851098,2022,5853967406.55,280421576.42,991.0,1268019376.6,40.33,8300877.87,13.81,378449253.27,0.74,1.44,43.63,0.69,0.11,,,50.0,78.59,2.28,6313334.97,64.0,37.0,,,1.0,,13.0,,2.0,,7.0,,5.04,,,,,,,,,,2362921598.71,29.0,,4.0,,,
健名泽康生物医药公司,851235,2022,957750803.69,108824287.01,309.0,351482991.6,10.38,15549424.07,9.53,126605457.79,-4.52,-4.7,15.0,4.48,0.2,,,48.0,,-2.59,1631820.33,26.0,15.0,,6.0,4.0,,,,,,,,15.53,,,,,,,,,,98864099.42,25.0,,10.0,,,
众花盛源化工公司,851253,2022,10280874759.84,727230893.8,2958.0,6439915384.89,86.4,285378780.46,37.52,854111528.96,146.52,117.3,69.93,4.41,0.89,,,650.0,2.08,-5.35,45539289.53,55.0,1804.0,26.0,531.0,1071.0,,42.0,1.0,25.0,1.0,34.0,15.0,22.3,,,,,,,,,,8882508511.59,2943.0,,1614.0,26.0,1.0,2.0
瑞富瑞盛资产管理公司,851355,2022,78898951708.17,272472542.43,3634.0,5077431387.03,76.37,,-32.1,231944292.45,-88.82,-84.07,,,,,,,,7.9,23519892.01,164.0,3.0,,,,,,,,,,,,,,,,,,,,,60241523495.11,7.0,,,,,
绿山园锦置业公司,851481,2022,22752646779.03,201204357.3,2259.0,6913586460.57,79.66,,117.82,309940886.33,-32.09,-43.36,,,,,,,,5.63,1147477.45,32.0,,,,,,,,,,,,,,,,,,,,,,18114153648.67,,,,,,
桐昆恒恒科技股份公司,851507,2022,13748965151.2,310033650.58,8756.0,11338304770.28,82.09,263215007.57,-0.7,333856857.23,155.92,170.2,-2.9,2.37,-0.02,,,694.0,-21.46,-15.3,102639492.03,342.0,1297.0,3.0,251.0,357.0,,163.0,,80.0,,156.0,53.0,7.9,,,,,,,,,,11275712455.58,3598.0,,799.0,3.0,5.0,
高尹泽通批发公司,851514,2022,7441330828.95,418294653.21,1230.0,8312722490.18,35.03,58336671.04,-18.03,463908000.6,-7.7,-4.14,-31.12,0.7,-0.16,,,133.0,20.3,-3.25,8775981.56,83.0,186.0,,70.0,44.0,,5.0,,5.0,,,,11.0,,,,,,,,,,2608843723.74,911.0,,120.0,,1.0,
润会智联数据服务公司,851574,2022,1311497357.15,-8443691.31,472.0,391160127.92,45.07,32271972.88,-8.53,-13548280.38,-138.89,-120.04,-3.28,8.21,0.4,,,173.0,-5.08,1.04,9352903.41,17.0,187.0,3.0,92.0,38.0,,34.0,,34.0,,33.0,33.0,35.45,,,,,,,,,,590469111.3,438.0,,153.0,3.0,,
东车联科科技公司,851658,2022,62904866.5,-58964961.72,45.0,76464398.5,71.98,,-9.64,-57773825.0,-127.67,-113.28,,,,,,,,-22.42,,0.38,,,,,,,,,,,,,,,,,,,,,,45250091.0,,,,,,
长岸盛远交通科技公司,851863,2022,7120921796.33,-908482595.41,2451.0,783175659.6,65.76,144807287.56,-5.06,-895065444.9,-25.27,-28.33,593.95,18.46,15.91,105989592.08,,267.0,680.36,52.59,4745900.65,121.0,1931.0,,54.0,203.0,,8.0,,2.0,,14.0,2.0,10.89,,,,,,,,,,4679020870.1,2158.0,,306.0,,1.0,
高尹盛贸零售公司,851919,2022,8582721998.42,464967308.84,1178.0,1988376664.02,49.41,,-6.61,667047228.3,-17.48,-23.95,,,,,,,,-1.62,8645947.7,63.0,1.0,,,,,,,,,,,,,,,,,,,,,4245123589.85,,,,,,
艾迪盛造科技公司,852030,2022,688240827.5,65907219.4,716.0,340740048.58,21.31,33627946.5,16.13,75355429.05,7.41,5.3,8.95,9.84,-0.61,,,100.0,2.0,2.58,1923031.55,63.0,174.0,,4.0,8.0,,20.0,,8.0,,19.0,,14.18,,,,,,,,,,146974836.05,185.0,,49.0,,,
午继盛泰科技公司,852308,2022,26415364044.73,1652939616.63,4582.0,12324503192.66,57.63,768310970.28,20.84,1890929367.7,1.39,3.19,41.71,6.25,0.96,,,753.0,30.87,31.37,116723611.17,387.0,1239.0,13.0,214.0,187.0,,203.0,,82.0,,167.0,29.0,16.47,,,,,,,,,,15232693442.02,3251.0,,528.0,13.0,,
桐昆昌盛化学公司,852464,2022,14690624670.94,1029979431.49,3427.0,14071600221.79,61.86,615547564.52,248.1,1157893360.0,123.66,138.77,199.0,4.33,-0.75,,,347.0,14.07,65.31,47145256.98,108.0,449.0,8.0,85.0,75.0,,95.0,1.0,52.0,1.0,31.0,10.0,9.96,,,,,,,,,,9081206778.0,1579.0,,264.0,8.0,1.0,
花新源石新材料公司,852636,2022,25904021663.0,2043382759.0,14284.0,15198784525.0,48.33,691967030.0,11.57,2263244288.0,17.28,30.84,25.58,4.51,0.57,47823581.0,21.2,1956.0,1029.9,19.73,188750197.0,149.0,4316.0,29.0,534.0,360.0,,693.0,,291.0,,664.0,126.0,13.7,,,2.0,,,,,,,12528338392.0,6250.0,,1802.0,29.0,6.0,
广达信信网络公司,852656,2022,3541304591.06,223221771.3,1944.0,2331486534.4,46.08,339891666.5,16.46,223394467.4,-31.67,-27.66,39.56,14.55,2.46,,,1078.0,30.79,17.0,24391883.8,210.0,52.0,,6.0,12.0,,4.0,,4.0,,4.0,4.0,55.31,,,,,,,,,,1630250062.52,86.0,,52.0,,1.0,
康盛康瑞医药公司,852868,2022,299835291.45,-73207937.17,372.0,108907204.09,98.56,1584832.54,-25.96,-69882630.99,-83.87,-120.34,18.91,1.47,0.51,,,20.0,-51.2,-15.3,897068.5,9.18,60.0,,9.0,7.0,,3.0,,,,5.0,3.0,5.33,,,,,,,,,,295363244.14,75.0,,23.0,,,
绿动环环环保公司,852944,2022,2360630042.26,-303604402.44,1982.0,129437228.5,45.61,276864.77,-45.7,-302674754.7,-32.1,-29.77,,0.23,,,,,,-10.06,8649812.99,35.0,2.0,,,,,,,,,,,,,,,,,,,,,1078451097.22,,,,,,
